Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
9,18,F,,,0.0,0.0,(5/2+), ,5.0,2,MS,0.005,2.0E-4,B-,100.0,0.0,B-N,77.0,21.0, , , , , , , , ,18399.37,400258,16897.85,390,-13695.06,573,,,1269.91,405,16499.73,423,6867.932,14438,27027322,418500,25450.279,389830,
9,19,F,,,0.0,0.0, ,AP,0.046, ,AS, , , , , , , , , , , , , , , , ,22441.859,412748,18619.37,403,-15621,561,-18338.404,802,-220.00,50,18217,636,6614.792,14037,28036223.095,421928,33741.596,393024,
9,20,F,,,0.0,0.0, , ,2.5,3,MS,0.0025,3.0E-4,B-N,100.0,80.0,B-,100.0,0.0, , , , , , , , ,21750.385,546221,20779.13,540,-18258,727,,,1662.73,656,19219,874,6444.031,18116,29043103,564000,40150.186,525363,
9,21,F,,,0.0,0.0, , , , , , , ,N,-1.0,0.0, , , , , , , , , , , ,24832,648,21641,615,,,,,110,795,,,6233,20,30051650,640,48112,596,
9,22,F,,,0.0,0.0, ,GT,260, ,NS,2.6E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,24961,608,24791,602,,,,,40,809,,,6033,18,31060272,587,56143,546,
10,5,Ne,,,0.0,0.0,(3/2-), ,0.59, ,MEV,7.724E-22,0.0,2P,100.0,0.0, , , , , , , , , , , ,,,,,,,23648.622,68,,,-962.00,77,4868.728,4446,15043172.98,71588,40215.373,66684,
10,6,Ne,,,0.0,0.0,0+, ,122,37,KEV,3.7E-21,1.1E-21,P,100.0,0.0, , , , , , ,= 2, , , , ,,,,,-10352.75,32,13306.523,22,24299.91,70,-131.05,25,6083.177,1280,16025750.864,21986,23986.776,20480,
10,7,Ne,3.0413,88,0.0,0.0,1/2-, ,109.2,6,MS,0.1092,6.0E-4,ECP,100.0,0.0,EC+B+,100.0,0.0,ECA,-1.0,0.0,= 3/2, , , , ,-18672.766,1001356,,,-9039.9,10,14548.745,432,15557.65,20,1468.78,8,6640.499,21,17017713.959,380,16500.447,354,
10,8,Ne,2.9714,76,0.0,0.0,0+, ,1672,8,MS,1.672,0.008,EC+B+,100.0,0.0, , , , , , ,= 1, , , , ,-19720.374,93882,-37926.92,1001,-5115.08,36,4444.501,588,19254.15,51,3923.06,44,7341.257,20,18005708.693,390,5317.614,363,
10,9,Ne,3.0082,40,0.0,0.0,1/2+, ,17.22,2,S,17.22,0.02,EC+B+,100.0,0.0, , , , , , ,= 1/2, , , , ,-11177.34,10536,-31357.25,94,-3528.47,52,3239.494,16,11636.88,40,6410.03,49,7567.343,8,19001880.903,171,1752.050,160,
10,10,Ne,3.0055,21,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , ,= 0, , , , ,-13892.535,1114,-28042.64,11,-4729.84,0,-7024.468,3,16865.30,16,12843.46,0,8032.24,0,19992440.17619,168,-7041.93055,157,
10,11,Ne,2.9695,33,0.0,0.0,3/2+, ,STABLE, , , , , , , , , , , , , , ,-0.661797, ,0.103, ,-3547.145,90,-20653.70,111,-7347.93,4,-5684.171,18,6761.16,4,13003.28,5,7971.713,2,20993846.685,41,-5731.776,38,
10,12,Ne,2.9525,40,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2843.207,171,-13911.40,10,-9666.82,2,-10818.092,12,10364.26,4,15266.08,180,8080.465,1,21991385.109,18,-8024.719,18,
10,13,Ne,2.9104,71,0.0,0.0,5/2+, ,37.24,12,S,37.24,0.12,B-,100.0,0.0, , , , , , , ,-1.077, , , ,4375.804,104,-8043.85,20,-10911.82,264,-8439.312,33,5200.65,10,15236.39,12,7955.256,5,22994466.9,112,-5154.049,104,
10,14,Ne,2.9007,78,0.0,0.0,0+, ,3.38,2,M,202.8,1.2,B-,100.0,0.0, , , , , , , , , , , ,2466.255,513,-4493.11,51,-12172.73,102,-13496.161,98,8868.91,52,16525.88,33,7993.325,21,23993610.645,550,-5951.646,513,
10,15,Ne,2.9316,88,0.0,0.0,1/2+, ,602,8,MS,0.602,0.008,B-,100.0,0.0, , , , , , , ,-1.0062, , , ,7322.312,29070,-1688.92,29,-12522.45,31,-13369.668,101,4155.17,29,16868.99,102,7839.799,1162,24997814.799,31181,-2035.502,29045,
10,16,Ne,2.9251,100,0.0,0.0,0+, ,197,2,MS,0.197,0.002,B-,100.0,0.0,B-N,0.13,0.03, , , , , , , , ,7341.893,18758,1767.61,18,-11226.84,60,-18167.761,113,5554.70,34,18142.02,98,7751.91,709,26000516.496,19784,481.114,18429,
10,17,Ne,,,0.0,0.0,(3/2+), ,31.5,13,MS,0.0315,0.0013,B-,100.0,0.0,B-N,2.0,0.5, , , , , , , , ,12568.699,90847,5840.37,91,-9995.38,152,-18399.37,400,1501.52,93,18886.94,144,7520.414,3362,27007569.462,97445,7050.909,90770,
10,18,Ne,2.9642,134,0.0,0.0,0+, ,20,1,MS,0.02,0.001,B-,100.0,0.0,B-N,12.0,1.0,B-2N,3.7,0.5, , , , , ,12288.052,126483,8746.21,126,-9625.58,208,-22441.859,413,3822.49,155,21439.51,410,7388.346,4502,28012130.767,135339,11299.737,126068,
10,19,Ne,,,0.0,0.0,(3/2+), ,15,3,MS,0.015,0.003,B-,100.0,0.0,B-N,28.0,5.0,B-2N,4.0,1.0, , , , , ,15719.807,149685,11316.80,150,-11354.14,223,-21750.385,546,971.25,196,22630.77,421,7167.067,5155,29019753,160500,18399.801,149505,
10,20,Ne,,,0.0,0.0,0+, ,7.3,3,MS,0.0073,3.0E-4,B-,100.0,0.0,B-N,13.0,4.0,B-2N,8.9,2.3, , , , , ,14805.448,253295,12528.81,253,-13805.83,302,-24831.883,648,3191.00,294,24159.04,583,7034.531,8442,30024992.235,271875,23280.117,253250,
10,21,Ne,,,0.0,0.0,(3/2-), ,3.4,8,MS,0.0034,8.0E-4,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,18935.559,266562,14635.60,266,-15913,567,-24961.409,607,169.84,127,24219,653,6813.09,8587,31033474.816,285772,31181.591,266195,
10,22,Ne,,,0.0,0.0,0+, ,3.5,9,MS,0.0035,9.0E-4,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,18359,504,16682,503,-17506,861,,,2254,569,26433,743,6671,16,32039720,540,36999,503,
10,23,Ne,,,0.0,0.0, ,LT,180, ,NS,1.8E-7,0.0,N,-1.0,0.0, , , , , , , , , , , ,22217,747,19286,597,,,,,-927,780,,,6440,18,33049380,640,45997,596,
10,24,Ne,,,0.0,0.0,0+,GT,60, ,NS,6.0E-8,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,21161,789,20990,682,,,,,1227,786,,,6287,15,34056728,551,52842,513,
11,7,NA,,,0.0,0.0,(1)-,LT,0.2, ,MEV,2.2785E-21, ,P,100.0,0.0, , , , , , , , , , , ,,,,,-9351.33,102,19720.374,94,18206.54,1006,-1248.57,94,6202.217,5216,18026879.386,100785,25037.988,93881,
11,8,NA,,,0.0,0.0,(5/2+),LT,40, ,KEV,1.14E-20, ,P,100.0,0.0, , , , , , , , , , , ,-18898.998,51099,,,-6062.28,18,11177.34,11,20179.91,94,-322.81,11,6937.885,554,19013880.272,11309,12929.390,10535,
11,9,Na,2.9718,420,0.0,0.0,2+, ,447.9,23,MS,0.4479,0.0023,EC,100.0,0.0,ECA,20.05,0.2, , , ,= 1,0.3694, , , ,-10627.088,2171,-33049.10,50,-6254.56,8,13892.535,1114,14150.10,11,2190.42,112,7298.496,56,20007354.426,1195,6850.604,1114,
11,10,Na,3.0136,284,0.0,0.0,3/2+, ,22.49,4,S,22.49,0.04,EC+B+,100.0,0.0, , , , , , , ,2.3863, ,0.124, ,-13088.48,761,-27733.64,187,-6561.25,27,3547.145,105,17106.55,112,2431.67,10,7765.547,5,20997654.702,105,-2184.631,98,
11,11,Na,2.9852,168,0.0,0.0,3+, ,2.6018,22,Y,8.210656368E7,69426.72,EC+B+,100.0,0.0, , , , , , , ,1.746, ,0.18, ,-4781.578,321,-24156.68,77,-8479.54,49,2843.208,172,11068.20,20,6738.71,18,7915.667,8,21994437.418,183,-5181.511,171,
11,12,Na,2.9936,21,0.0,0.0,3/2+, ,STABLE, , , , , , , , , , , , , , ,2.21752, ,0.1006, ,-4056.34,158,-17201.24,31,-10467.32,0,-4375.803,104,12419.66,17,8794.10,2,8111.493,0,22989769.28199,194,-9529.85248,181,
11,13,Na,2.9735,168,0.0,0.0,4+, ,14.997,12,H,53989.2,43.2,B-,100.0,0.0, , , , , , , ,1.6903, , , ,5515.669,21,-11015.71,16,-10825.35,3,-2466.255,513,6959.37,2,10552.82,11,8063.488,1,23990963.011,17,-8417.901,17,
11,14,Na,2.9769,252,0.0,0.0,5/2+, ,59.1,6,S,59.1,0.6,B-,100.0,0.0, , , , , , , ,3.683, ,-0.1, ,3834.969,1201,-3495.56,120,-11735.12,216,-7322.311,29,9011.23,120,10695.14,130,8101.397,48,24989953.973,1288,-9357.813,1200,
11,15,Na,2.9928,331,0.0,0.0,3+, ,1.07128,25,S,1.07128,2.5E-4,B-,100.0,0.0, , , , , , , ,2.851, ,-0.0053, ,9353.763,3502,-1739.31,4,-12079.07,13,-7341.894,19,5574.28,4,12114.25,29,8004.201,135,25992634.649,3759,-6860.780,3502,
11,16,Na,3.0136,467,0.0,0.0,5/2+, ,301,6,MS,0.301,0.006,B-,100.0,0.0,B-N,0.13,0.04, , , , ,3.895, ,-0.007, ,9068.821,3727,2625.44,4,-11227.97,34,-12568.699,91,6728.33,5,13287.87,19,7956.946,138,26994076.408,4000,-5517.790,3726,
11,17,Na,3.0400,581,0.0,0.0,1+, ,30.5,4,MS,0.0305,4.0E-4,B-,100.0,0.0,B-N,0.58,0.12, , , , ,2.42, ,0.0395, ,14030.529,10440,5526.98,10,-10957.75,98,-12288.052,126,3541.84,11,15328.19,91,7799.264,366,27998939,11000,-988.315,10246,
11,18,Na,3.0922,723,0.0,0.0,3/2+, ,44.1,9,MS,0.0441,9.0E-4,B-,100.0,0.0,B-N,21.5,3.0, , , , ,2.449, ,0.086, ,13282.824,13557,9627.52,8,-11079.09,97,-15719.807,150,4403.01,13,15908.71,126,7682.151,253,29002877.092,7876,2679.994,7337,
11,19,Na,3.1180,884,0.0,0.0,2+, ,48,2,MS,0.048,0.002,B-,100.0,0.0,B-N,30.0,4.0,B-2N,1.15,0.25, ,2.069, ,0.15, ,17358.49,5850,11006.18,12,-12599.12,111,-14805.447,253,2276.64,9,17214.10,150,7501.968,158,30009097.932,5074,8474.670,4727,
11,20,Na,3.1704,893,0.0,0.0,3/2(+), ,17.35,40,MS,0.01735,4.0E-4,B-,100.0,0.0,B-N,37.3,5.4,B-2N,0.87,0.24, ,2.298, , , ,15368.182,14307,13058.53,14,-15629.16,390,-18935.56,267,4299.96,15,18323.06,254,7398.677,451,31013146.656,15000,12246.031,13972,
11,21,Na,,,0.0,0.0,(3- 4-), ,13.2,4,MS,0.0132,4.0E-4,B-,100.0,0.0,B-N,24.0,7.0,B-2N,8.3,2.1, , , , , ,19469.051,37402,13690.98,37,-17526.36,395,-18358.849,504,1677.20,40,19830.41,269,7219.881,1164,32020011.026,40000,18640.151,37260,
11,22,Na,,,0.0,0.0,(3/2+), ,8.0,4,MS,0.008,4.0E-4,B-,100.0,0.0,B-N,47.0,6.0,B-2N,13.0,3.0, , , , , ,18817.813,449921,16537.69,450,-18794.99,692,-22216.89,747,2931.36,451,20508,675,7089.926,13634,33025529,483000,23780.110,449912,
11,23,Na,,,0.0,0.0, , ,5.5,10,MS,0.0055,0.001,B-,100.0,0.0,B-2N,50.0,0.0,B-N,15.0,0.0, , , , , ,23356.764,600112,18646.50,599,-18856,845,-21161.889,789,171.32,749,21606,845,6886.437,17630,34034010,643500,31680.111,599416,
11,24,Na,,,0.0,0.0, , ,1.5,5,MS,0.0015,5.0E-4,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,22592,723,21837,671,-20336,865,,,1520,300,21899,844,6733,19,35041043,720,38231,670,
11,25,Na,,,0.0,0.0, ,LT,180, ,NS,1.8E-7,0.0,N,-1.0,0.0, , , , , , , , , , , ,25923,967,22592,729,,,,,0,100,,,6546,19,36049708,728,46303,678,
11,26,Na,,,0.0,0.0, ,GT,60, ,NS,6.0E-8,5.0E15,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,25323,980,25083,974,,,,,840,180,,,6392,19,37057471,737,53534,687,
12,7,MG,,,0.0,0.0,1/2-, ,1.14E-4, ,EV,3.9973684E-12,0.0,2P,100.0,0.0, , , , , , , , , , , ,,,,,-10811.9,83,18898.999,51,,,498.57,106,5902.025,2632,19034169.182,53678,31828.389,50001,
12,8,Mg,,,0.0,0.0,0+, ,93,5,MS,0.093,0.005,B+,100.0, ,B+P,30.3,1.2, , , , , , , , ,,,,,-8934,21,10627.088,2171,22422.01,50,2740.67,11,6728.025,93,20018763.075,2000,17477.692,1863,
12,9,Mg,,0,0.0,0.0,5/2+, ,122,3,MS,0.122,0.003,EC+B+,100.0,0.0,B+P,32.6,1.0,B+A,0.5,0.0, ,-0.983, , , ,-16086,596,,,-8021.51,83,13088.481,761,14645.16,200,3235.73,135,7105.031,36,21011705.764,810,10903.850,755,
12,10,Mg,,0,0.0,0.0,0+, ,3.8755,12,S,3.8755,0.0012,EC+B+,100.0,0.0, , , , , , , , , , , ,-18601,401,-35461,596,-8142.46,48,4781.578,357,19375.10,82,5504.27,33,7662.761,14,21999570.654,335,-399.933,313,
12,11,Mg,,0,0.0,0.0,3/2+, ,11.317,11,S,11.317,0.011,EC+B+,100.0,0.0, , , , , , , , , , , ,-12221.583,379,-31746,401,-9650.48,23,4056.339,158,13144.90,35,7580.97,23,7901.115,7,22994123.941,170,-5473.513,158,
12,12,Mg,3.0570,16,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-13884.704,233,-28752.96,34,-9316.55,1,-5515.668,21,16531.37,16,11692.69,1,8260.709,1,23985041.697,14,-13933.569,13,
12,13,Mg,3.0284,22,0.0,0.0,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.85545, ,0.201, ,-4276.808,45,-21215.23,24,-9885.92,6,-3834.97,120,7330.53,5,12063.85,5,8223.502,2,24985836.964,50,-13192.783,47,
12,14,Mg,3.0337,18,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4004.391,63,-15369.88,6,-10614.74,3,-9353.762,4,11093.08,4,14145.70,120,8333.87,1,25982592.971,32,-16214.542,30,
12,15,Mg,,0,0.0,0.0,1/2+, ,9.458,12,M,567.48,0.72,B-,100.0,0.0, , , , , , , ,-0.04107, , , ,2610.251,69,-10447.78,8,-11857.48,12,-9068.821,4,6443.39,4,15014.80,4,8263.852,2,26984340.628,53,-14586.611,50,
12,16,Mg,,0,0.0,0.0,0+, ,20.915,9,H,75294.0,32.4,B-,100.0,0.0, , , , , , , , , , , ,1831.8,2000,-5893.30,200,-11492.11,206,-14030.53,10,8503.55,200,16790.03,4,8272.413,71,27983876.606,2148,-15018.845,2001,
12,17,Mg,,0,0.0,0.0,3/2+, ,1.30,12,S,1.3,0.12,B-,100.0,0.0, , , , , , , ,0.978, , , ,7604.931,11405,-1823.50,11,-10992.24,31,-13282.823,14,3655.30,12,16903.48,15,8113.202,393,28988617.393,12238,-10602.829,11400,
12,18,Mg,,0,0.0,0.0,0+, ,335,17,MS,0.335,0.017,B-,100.0,0.0, , , , , , , , , , , ,6981.024,4496,1252.62,3,-11789.85,19,-17358.49,6,6352.31,12,18852.79,8,8054.506,115,29990462.826,3700,-8883.820,3447,
12,19,Mg,,0,0.0,0.0,1/2(+), ,236,20,MS,0.236,0.02,B-,100.0,0.0,B-N,6.2,1.9, , , , ,-0.88355, , , ,11828.555,3801,4671.38,4,-12597.98,91,-15368.182,14,2309.65,5,18885.79,6,7869.188,99,30996648.232,3300,-3122.151,3074,
12,20,Mg,,0,0.0,0.0,0+, ,86,5,MS,0.086,0.005,B-,100.0,0.0,B-N,5.5,0.5, , , , , , , , ,10270.467,7879,6050.49,4,-14553.55,126,-19469.051,37,5778.07,4,20363.90,14,7803.84,102,31999110.139,3500,-828.900,3260,
12,21,Mg,,,0.0,0.0,3/2-, ,90.5,16,MS,0.0905,0.0016,B-,100.0,0.0,B-N,14.0,2.0, , , , ,-0.7456, , , ,13459.677,7559,7990.35,8,-15862.42,150,-18817.813,450,2280.12,4,20966.82,37,7636.455,88,33005327.245,3100,4962.297,2888,
12,22,Mg,,,0.0,0.0,0+, ,20,10,MS,0.02,0.01,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,11323.637,29039,8749.41,30,-17381.69,255,-23356.763,600,4710.27,29,22745.73,451,7550.39,849,34008935.481,31000,8323.348,28876,
12,23,Mg,,,0.0,0.0,(5/2-), ,70,40,MS,0.07,0.04,B-,100.0,0.0,B-N,52.0,46.0, , , , , , , , ,15863.512,269768,10568.76,270,-17966.72,379,-22591.216,722,754.88,271,23329.30,657,7356.233,7705,35016790,289500,15639.784,269668,
12,24,Mg,,,0.0,0.0,0+, ,3.9,13,MS,0.0039,0.0013,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,14429.774,706243,12532.57,690,-19044,854,-25922.843,968,3330.94,741,25140,962,7244.419,19173,36021879,741000,20380.157,690237,
12,25,Mg,,,0.0,0.0, , ,8,4,MS,0.008,0.004,N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,18401.911,721814,14189.77,715,-20211,919,-25322.526,980,240.00,110,25380,974,7055.111,18890,37030286.265,750350,28211.474,698947,
12,26,Mg,,,0.0,0.0,0+,GT,260, ,NS,2.6E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,17864,627,16193,534,-21192,718,,,2209,861,26749,851,6928,13,38036580,540,34074,503,
12,27,Mg,,,0.0,0.0, ,LT,180, ,NS,1.8E-7,0.0,N,-1.0,0.0, , , , , , , , , , , ,21625,650,17994,635,,,,,-130,100,,,6747,13,39045384,551,42275,513,
12,28,Mg,,,0.0,0.0,0+,GT,170, ,NS,1.7E-7,5.0E15,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,20760,640,19629,640,,,,,1997,716,,,6628,13,40051906,537,48350,500,
13,8,Al,,,0.0,0.0,(5/2+),LT,35, ,NS,3.5E-8,0.0,P,-1.0,0.0, , , , , , , , , , , ,,,,,-10608,1165,16086.15,596,,,-2223,596,6302,28,21028975,640,26990,596,
13,9,Al,,,0.0,0.0,(4)+, ,91.1,5,MS,0.0911,5.0E-4,EC+B+,100.0,0.0,B+P,55.0,3.0,B+2P,1.1,0.1, , , , , ,-15137,643,,,-9262,411,18600.933,401,16860,718,-9,401,6782,18,22019540,430,18201,401,
13,10,Al,,,0.0,0.0,5/2+, ,470,30,MS,0.47,0.03,EC+B+,100.0,0.0,B+P,0.46,0.23, , , , , , , , ,-16949,503,-34661,503,-8606.24,11,12221.583,379,19525,401,140.97,47,7335.727,15,23007244.351,370,6748.070,345,
13,11,Al,,,0.0,0.0,4+, ,2.053,4,S,2.053,0.004,EC+B+,100.0,0.0,B+A,0.035,0.006,B+P,0.0016,3.0E-4, , , , , ,-10794.06,19473,-31817,503,-9324.38,113,13884.704,233,14868.25,42,1864.32,28,7649.582,10,23999947.541,250,-48.865,233,
13,12,Al,,,0.0,0.0,5/2+, ,7.183,12,S,7.183,0.012,EC+B+,100.0,0.0, , , , , , , ,3.6455, , , ,-12743.299,10000,-27732.49,19,-9156.26,12,4276.808,8,16938.43,24,2271.38,7,8021.136,3,24990428.306,69,-8915.975,65,
13,13,Al,,,0.0,0.0,5+, ,7.17E+5,24,Y,2.26267992E13,7.573824E11,EC+B+,100.0,0.0, , , , , , ,= 0,2.804, ,0.27, ,-5069.136,85,-24108.79,10,-9453.56,18,4004.391,73,11365.49,7,6306.34,6,8149.765,3,25986891.863,71,-12210.151,67,
13,14,Al,3.0610,31,0.0,0.0,5/2+, ,STABLE, , , , , , , , , , , , , , ,3.6415069, ,0.1466, ,-4812.359,96,-18127.16,12,-10091.92,5,-2610.25,6,13058.03,8,8271.29,6,8331.553,2,26981538.408,50,-17196.861,47,
13,15,Al,,,0.0,0.0,3+, ,2.245,2,M,134.7,0.12,B-,100.0,0.0, , , , , , , ,3.242, ,0.175, ,4642.15,77,-12537.46,11,-10857.66,8,-1831.8,20,7725.10,6,9553.00,9,8309.894,3,27981910.087,83,-16850.645,77,
13,16,Al,,,0.0,0.0,5/2+, ,6.56,6,M,393.6,3.6,B-,100.0,0.0, , , , , , , , , , , ,3687.318,345,-4786.28,34,-11274.86,125,-7604.931,11,9428.43,35,10477.89,202,8348.464,12,28980453.164,370,-18207.760,345,
13,17,Al,,,0.0,0.0,3+, ,3.62,6,S,3.62,0.06,B-,100.0,0.0, , , , , , , ,3.01, , , ,8568.116,2888,-2041.08,289,-11428.98,5,-6981.024,4,5728.40,291,12550.99,12,8261.128,96,29982968.388,3100,-15864.844,2888,
13,18,Al,,,0.0,0.0,5/2(+), ,644,25,MS,0.644,0.025,B-,100.0,0.0,B-N,1.6,0.0, , , , ,3.828, ,0.134, ,7998.33,2236,1410.94,224,-11857.83,4,-11828.555,4,7157.18,4,13355.86,4,8225.517,72,30983949.756,2400,-14950.706,2236,
13,19,Al,,,0.0,0.0,1+, ,33.0,2,MS,0.033,2.0E-4,B-,100.0,0.0,B-N,0.7,0.5, , , , ,1.959, ,0.024, ,12978.319,7179,3778.35,7,-12535.97,13,-10270.467,8,4219.98,8,15266.19,8,8100.344,224,31988084.339,7700,-11099.367,7173,
13,20,Al,,,0.0,0.0,(5/2)+, ,41.7,2,MS,0.0417,2.0E-4,B-,100.0,0.0,B-N,8.5,0.7, , , , ,4.088, ,0.13, ,12016.945,7021,7508.99,7,-13602.29,10,-13459.677,8,5469.33,10,14957.45,8,8020.616,212,32990877.687,7500,-8497.380,6986,
13,21,Al,,,0.0,0.0,(4-), ,56.3,5,MS,0.0563,5.0E-4,B-,100.0,0.0,B-N,26.0,4.0, , , , ,2.156, , , ,16956.563,14448,9442.72,3,-13899.87,6,-11323.637,29,2574.23,8,15251.56,4,7860.428,90,33996779.057,3300,-3000.289,3074,
13,22,Al,,,0.0,0.0,(5/2+), ,37.2,8,MS,0.0372,8.0E-4,B-,100.0,0.0,B-N,38.0,2.0, , , , , , , , ,14167.729,36605,11661.81,16,-14894.68,16,-15863.512,270,5294.76,8,15836.05,30,7787.124,210,34999759.817,7900,-223.728,7359,
13,23,Al,,,0.0,0.0, , ,90,40,MS,0.09,0.04,B-,100.0,0.0,B-N,31.0,0.0, , , , , , , , ,18386.508,165851,12270.52,154,-15114.68,154,-14429.773,706,1897.21,150,16978.37,308,7623.515,4153,36006388,160500,5950.384,149505,
13,24,Al,,,0.0,0.0, , ,10.7,13,MS,0.0107,0.0013,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,16381.075,213168,14174.37,194,-16395.46,485,-18401.911,722,4212.14,234,17859.56,713,7531.315,4871,37010531,193500,9809.563,180244,
13,25,Al,,,0.0,0.0, , ,7.6,6,MS,0.0076,6.0E-4,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,20380.157,388847,14710.05,391,-17895.17,707,-17864.141,627,1671.02,416,19290.59,793,7377.097,9854,38017402,402000,16209.859,374461,
13,26,Al,,,0.0,0.0, , ,7.6,16,MS,0.0076,0.0016,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,18330,422,16749,413,-20006,780,-21625.0,651,3631,548,20713,642,7281,10,39022169,429,20650,400,
13,27,Al,,,0.0,0.0, ,GT,260, ,NS,2.6E-7,5.0E15,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,22160,528,17198,422,-21138,787,-20760.0,640,1132,565,21974,650,7127,10,40029619,429,27590,400,
13,28,Al,,,0.0,0.0, , , , , , , ,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,21300,747,19919,608,-22539,850,,,2241,640,22219,707,7008,12,41035878,537,33420,500,
13,29,Al,,,0.0,0.0, ,GT,170, ,NS,1.7E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,23630,781,19909,817,,,,,1392,781,,,6874,14,42043049,644,40100,600,
13,30,AL,,,0.0,0.0, ,GT,170, ,NS,1.7E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,23919,998,22479,944,,,,,1151,1000,,,6741,19,43050478,859,47020,800,
14,8,Si,,,0.0,0.0,0+, ,29,2,MS,0.029,0.002,EC+B+,100.0,0.0,B+P,32.0,4.0, , , , , , , , ,,,,,,,15137.0,643,,,941,780,6058,23,22035790,540,33338,503,
14,9,Si,,,0.0,0.0,(5/2)+, ,42.3,4,MS,0.0423,4.0E-4,EC+B+,100.0,0.0,ECP,71.0,3.0,EC2P,3.6,0.4, , , , , ,,,,,-10556,505,16948.93,503,17712,711,1793,643,6565,22,23025440,540,23697,503,
14,10,Si,,,0.0,0.0,0+, ,140,8,MS,0.14,0.008,EC+B+,100.0,0.0,B+P,38.0,4.0, , , , , , , , ,-22574,503,,,-9157.41,20,10794.06,19,21023,503,3291.85,19,7167.232,811,24011535.441,20904,10745.195,19472,
14,11,Si,,,0.0,0.0,5/2+, ,220,3,MS,0.22,0.003,EC+B+,100.0,0.0,B+P,35.0,2.0, , , , , , , , ,-15911,401,-37564,503,-9501.44,10,12743.299,10,14989.19,22,3412.78,10,7480.11,400,25004108.801,10735,3827.324,10000,
14,12,Si,,,0.0,0.0,0+, ,2.2453,7,S,2.2453,7.0E-4,EC+B+,100.0,0.0, , , , , , ,= 1, , , , ,-18114,196,-34951,401,-9166,33,5069.136,127,19039.66,10,5514.01,11,7924.708,4,25992333.804,115,-7141.015,108,
14,13,Si,,,0.0,0.0,5/2+, ,4.15,4,S,4.15,0.04,EC+B+,100.0,0.0, , , , , , , ,0.8654, ,0.063, ,-11662.044,26340,-31429,196,-9335.91,19,4812.358,117,13314.80,15,7463.32,13,8124.341,4,26986704.688,115,-12384.503,107,
14,14,Si,3.1224,23,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-14345.055,1152,-28841.65,26,-9984.14,1,-4642.149,77,17179.61,11,11584.90,5,8447.744,0,27976926.53499,51,-21492.79430,49,
14,15,Si,3.1176,52,0.0,0.0,1/2+, ,STABLE, , , , , , , , , , , , , , ,-0.55529, , , ,-4942.23,359,-22818.66,114,-11127.21,5,-3687.318,345,8473.60,0,12333.40,8,8448.635,0,28976494.66525,59,-21895.07838,55,
14,16,Si,3.1336,40,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4232.106,61,-15551.43,36,-10643.33,4,-8568.116,2888,10609.20,2,13514.17,35,8520.654,1,29973770.136,23,-24432.960,22,
14,17,Si,,,0.0,0.0,3/2+, ,157.36,26,M,9441.6,15.6,B-,100.0,0.0, , , , , , , , , , , ,1491.505,43,-10819.50,7,-10787.34,7,-7998.33,223,6587.39,4,14373.16,289,8458.291,1,30975363.194,46,-22949.036,43,
14,18,Si,,,0.0,0.0,0+, ,153,19,Y,4.8283128E9,5.995944E8,B-,100.0,0.0, , , , , , , , , , , ,227.188,301,-7708.46,30,-11483.76,202,-12978.319,7,9199.97,30,16415.95,225,8481.468,9,31974151.539,320,-24077.686,298,
