Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
40,70,Zr,,,0.0,0.0,0+, ,37.5,20,MS,0.0375,0.002,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,9424,1029,5732,650,-10521,846,,,4765,780,16975,919,8177,5,109953960,640,-42886,596,
40,71,ZR,,,0.0,0.0, , ,24.0,50,MS,0.024,0.005,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,11316,760,6679,1092,-11085,989,,,2745,919,,,8128,6,110959678,751,-37560,700,
40,72,ZR,,,0.0,0.0,0+, ,30,+30-10,MS,0.03,0.02,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,10463,760,6994,760,,,,,4322,989,,,8094,6,111963703,751,-33810,700,
41,40,Nb,,,0.0,0.0, ,LT,200, ,NS,2.0E-7,0.0,EC+B+,-1.0,0.0, , , , , , , , , , , ,-14610,640,,,-2347,448,11100.139,411,16011,565,-711,500,8248,5,80950230,429,-46360,400,
41,41,Nb,,,0.0,0.0,(0+), ,50,5,MS,0.05,0.005,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , ,= 1, , , , ,-11720,500,-28411,583,-2342,423,11541.287,300,13801,500,1919,314,8315,4,81944079,322,-52090,300,
41,42,Nb,,,0.0,0.0,(5/2+), ,3.9,2,S,3.9,0.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-11216,428,-25257,427,-2163.17,170,8355.571,151,13537,336,1213.77,151,8378.304,1818,82938211,162000,-57556.083,150902,
41,43,Nb,,,0.0,0.0,(1+ 2+ 3+), ,9.8,9,S,9.8,0.9,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-7049,298,-22950,401,-2495.48,14,10202.969,14,11733.95,151,2596.03,15,8418.252,155,83934279,14000,-61218.717,13041,
41,44,Nb,,,0.0,0.0,(9/2+), ,20.5,12,S,20.5,1.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-8769.923,16357,-20181,298,-2991.68,7,6895.513,8,13132.28,14,2146.96,7,8473.711,48,84928845.837,4400,-66279.676,4099,
41,45,Nb,,,0.0,0.0,(6+), ,88,1,S,88.0,1.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-5023.81,6642,-19695.62,17,-3494.88,8,8834.96,7,10925.70,7,3247.84,8,8502.222,64,85925781.535,5903,-69134.054,5499,
41,46,Nb,,,0.0,0.0,(1/2)-, ,3.7,1,M,222.0,6.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-6989.678,7378,-17835.56,8,-4093.74,20,5472.651,8,12811.75,9,3194.44,8,8551.757,78,86920692.472,7302,-73874.486,6802,
41,47,Nb,,,0.0,0.0,(8+), ,14.50,11,M,870.0,6.6,EC+B+,100.0,0.0, , , , , , , , , , , ,-3487.042,58933,-17360.10,59,-4704.07,59,7455.285,59,10370.42,59,4115.42,59,8572.424,668,87918224.287,63134,-76173.586,58810,
41,48,Nb,,,0.0,0.0,(9/2+), ,2.03,7,H,7308.0,252.0,EC+B+,100.0,0.0, , , , , , , ,6.216, , , ,-5610.275,23953,-16009.98,24,-5208,30,4250.352,24,12522.94,63,4285.31,24,8616.812,266,88913445.272,25369,-80625.209,23631,
41,49,Nb,4.2891,40,0.0,0.0,8+, ,14.60,5,H,52560.0,180.0,EC+B+,100.0,0.0, , , , , , , ,4.961, , , ,-2489.016,3316,-15717.90,5,-5803.35,15,6111.016,3,10107.63,24,5074.93,5,8633.376,37,89911259.204,3561,-82661.519,3317,
41,50,Nb,4.2878,40,0.0,0.0,9/2+, ,6.8E+2,13,Y,2.1459168E10,4.102488E9,EC+B+,100.0,0.0, , , , , , , ,6.521, ,-0.25, ,-4429.18,6744,-14536.82,5,-6044.54,3,1257.565,2928,12047.80,4,5154.44,293,8670.897,32,90906990.274,3141,-86638.001,2926,
41,51,Nb,4.3026,43,0.0,0.0,7+, ,3.47E+7,24,Y,1.09504872E15,7.573824E13,EC+B+,100.0,0.0, , , , , , , ,5.136, ,-0.35, ,355.284,1791,-12315.79,6,-4579.19,233,2005.736,1788,7886.61,3,5846.70,178,8662.372,19,91907188.568,1915,-86453.292,1785,
41,52,Nb,4.3240,17,0.0,0.0,9/2+, ,STABLE, , , , , , , , , , , , , , ,6.1705, ,-0.32, ,-405.769,1501,-8475.58,150,-1929.4,220,-90.806,1559,8830.86,199,6042.78,149,8664.184,16,92906373.161,1600,-87212.838,1491,
41,53,Nb,,,0.0,0.0,6+, ,2.03E+4,16,Y,6.4061928E11,5.049216E10,B-,100.0,0.0, , , , , , , , , , , ,2045.002,1494,-7633.31,150,-2299.92,220,900.26,15,7227.54,8,6536.00,148,8648.901,16,93907278.992,1601,-86369.062,1491,
41,54,Nb,,,0.0,0.0,9/2+, ,34.991,6,D,3023222.4,518.4,B-,100.0,0.0, , , , , , , ,6.141, ,0, ,925.601,494,-6443.51,50,-2859.88,191,-1126.318,1006,8488.51,157,6805.91,53,8647.212,5,94906831.115,545,-86786.258,508,
41,55,Nb,,,0.0,0.0,6+, ,23.35,5,H,84060.0,180.0,B-,100.0,0.0, , , , , , , ,4.976, , , ,3192.059,107,-5962.28,12,-3211.24,9,-163.97,18,6887.88,51,7231.85,88,8628.886,2,95908101.591,157,-85602.816,147,
41,56,Nb,,,0.0,0.0,9/2+, ,72.1,7,M,4326.0,42.0,B-,100.0,0.0, , , , , , , ,6.153, , , ,1938.915,4248,-4882.22,4,-3803.53,11,-2663.115,4,8074.28,4,7455.90,4,8623.168,44,96908098.414,4561,-85605.776,4249,
41,57,Nb,,,0.0,0.0,1+, ,2.86,6,S,2.86,0.06,B-,100.0,0.0, , , , , , , , , , , ,4591.373,5003,-4051.22,5,-3598.05,8,-2237.889,10,5990.14,7,7870.91,5,8596.301,51,97910332.65,5369,-83524.598,5001,
41,58,Nb,4.4062,125,0.0,0.0,9/2+, ,15.0,2,S,15.0,0.2,B-,100.0,0.0, , , , , , , ,5.97, , , ,3634.758,12006,-2290.69,12,-3551.41,14,-4714.724,16,6882.06,13,8337.60,15,8578.985,121,98911609.371,12886,-82335.341,12004,
41,59,Nb,,,0.0,0.0,1+, ,1.5,2,S,1.5,0.2,B-,100.0,0.0, , , , , , , , , , , ,6395.626,7992,-1898.62,8,-3886.42,10,-3419.962,11,5533.38,14,9465.75,13,8548.529,80,99914333.963,8573,-79797.399,7986,
41,60,Nb,4.4861,203,0.0,0.0,(5/2+), ,7.1,3,S,7.1,0.3,B-,100.0,0.0, , , , , , , , , , , ,4628.458,3738,-769.78,4,-5194.98,8,-5725.534,9,7165.41,9,9803.02,9,8534.835,37,100915306.496,4024,-78891.491,3749,
41,61,Nb,,,0.0,0.0,(4+), ,4.3,4,S,4.3,0.4,B-,100.0,0.0, , , , , , , , , , , ,7261.517,8675,-855.91,256,-6434.68,8,-4716.837,9,5484.37,5,10427.56,9,8504.928,25,101918083.697,2732,-76304.544,2545,
41,62,Nb,4.5097,227,0.0,0.0,(5/2+), ,1.5,2,S,1.5,0.2,B-,100.0,0.0, , , , , , , , , , , ,5931.999,10036,466.07,9,-6803.76,8,-7213.337,10,6795.44,5,10729.93,10,8488.331,38,102919453.403,4224,-75028.671,3935,
41,63,Nb,,,0.0,0.0,(1+), ,4.9,3,S,4.9,0.3,B-,100.0,0.0,B-N,0.06,0.03, , , , , , , , ,8530.957,9311,1070.34,10,-6916.53,12,-6094.952,10,4861.66,5,11292.65,10,8453.459,26,103922899.115,2938,-71819.012,2737,
41,64,Nb,,,0.0,0.0,(5/2+), ,2.95,6,S,2.95,0.06,B-,100.0,0.0,B-N,1.7,0.9, , , , , , , , ,7421.59,9920,2363.10,10,-7279.47,8,-8450.817,13,6167.86,5,11480.46,10,8431.692,38,104924942.564,4324,-69915.551,4027,
41,65,Nb,,,0.0,0.0,(1-), ,1.02,5,S,1.02,0.05,B-,100.0,0.0,B-N,4.5,0.3, , , , , , , , ,9931.17,10026,3062.47,10,-7455.1,6,-7653.37,433,4359.12,6,12027.59,13,8393.271,39,105928927.768,4424,-66203.357,4122,
41,66,Nb,,,0.0,0.0, , ,300,9,MS,0.3,0.009,B-,100.0,0.0, , , , , , , , , , , ,8827.75,12232,4339.40,12,-7691.15,14,-9344.122,1122,5591.77,9,12462.79,433,8367.089,75,106931589.672,8612,-63723.810,8023,
41,67,Nb,,,0.0,0.0,(2+), ,198,6,MS,0.198,0.006,B-,100.0,0.0,B-N,6.3,0.5,B-2N,-1.0,0.0, , , , , ,11210.177,12373,4934.48,12,-7907,401,-8192.765,401,3893.27,12,12455.05,1122,8325.665,76,107936074.988,8842,-59545.765,8237,
41,68,Nb,,,0.0,0.0,(5/2), ,0.19,3,S,0.19,0.03,B-,100.0,0.0,B-N,31.0,5.0, , , , , , , , ,9976.202,258732,5994.83,259,-7844.35,1361,-10496.794,566,5215.35,259,12625,477,8297.13,2371,108939141,277500,-56689.794,258490,
41,69,Nb,,,0.0,0.0,(5), ,82,4,MS,0.082,0.004,B-,100.0,0.0,B-N,40.0,8.0, , , , , , , , ,12232.677,838694,6284.77,838,-8682,978,-9423.909,1029,3691.43,877,13406,978,8255.26,7621,109943843,900000,-52309.909,838345,
41,70,Nb,,,0.0,0.0, , ,54,2,MS,0.054,0.002,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,11064,298,7596,299,-8936,585,-11315.0,761,4637,890,13278,667,8223,3,110947530,320,-48875,298,
41,71,Nb,,,0.0,0.0, , ,33,+9-6,MS,0.033,0.008,B-,100.0,0.0, , , , , , , , , , , ,13190,357,7595,298,-9402,667,-10464.0,761,3470,422,14003,760,8180,3,111952470,320,-44274,298,
41,72,Nb,,,0.0,0.0, , ,32,4,MS,0.032,0.004,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,11979,500,8882,446,-9735,806,,,4308,499,13989,806,8146,4,112956510,430,-40511,401,
41,73,NB,,,0.0,0.0, , ,17,5,MS,0.017,0.005,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,14420,585,9031,586,,,,,2948,643,,,8100,4,113962010,540,-35387,503,
41,74,Nb,,,0.0,0.0, , ,23,8,MS,0.023,0.008,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,13395,643,10382,585,,,,,4038,711,,,8065,4,114966340,540,-31354,503,
42,39,Mo,,,0.0,0.0, ,GT,450, ,NS,4.5E-7,5.0E15,EC+B+,-1.0,0.0,ECP,-1.0,0.0, , , , , , , , ,,,,,-2135,640,14610.0,640,,,619,640,8058,6,80965915,537,-31750,500,
42,40,Mo,,,0.0,0.0,0+,GT,437, ,NS,4.37E-7,5.0E15,ECP,-1.0,0.0,EC+B+,-1.0,0.0, , , , , , , , ,,,,,-1945,565,11720.0,500,16691,640,1299,565,8163,5,81956661,429,-40370,400,
42,41,Mo,,,0.0,0.0, , ,6,+30-3,MS,0.006,0.017,EC+B+,100.0,0.0, , , , , , , , , , , ,-15020,641,,,-1995,500,11216.083,428,14041,566,1539,500,8234,5,82950252,430,-46340,401,
42,42,Mo,,,0.0,0.0,0+, ,2.3,3,S,2.3,0.3,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , ,= 0, , , , ,-16470,499,-30922,582,-2235,423,7048.717,298,15901,499,3903,334,8325,4,83941846,320,-54170,298,
42,43,Mo,,,0.0,0.0,(1/2-), ,3.2,2,S,3.2,0.2,EC+B+,100.0,0.0,ECP,0.14,0.02, , , , , , , , ,-11660,400,-27881,400,-2474.53,95,8769.923,16,11411,298,3580.01,21,8361.331,186,84938260.737,17000,-57509.753,15835,
42,44,Mo,,,0.0,0.0,0+, ,19.1,3,S,19.1,0.3,EC+B+,100.0,0.0, , , , , , , , , , , ,-12540,300,-26332,400,-2903.87,12,5023.809,7,14671.81,16,5119.54,6,8434.709,43,85931174.817,4000,-64110.245,3726,
42,45,Mo,,,0.0,0.0,(7/2+), ,14.1,3,S,14.1,0.3,EC+B+,100.0,0.0,B+P,15.0,8.0, , , , , , , , ,-9194.764,5073,-23386,300,-3398.07,7,6989.678,7,10845.88,5,5039.72,6,8462.424,33,86928196.201,3067,-66884.808,2857,
42,46,Mo,,,0.0,0.0,0+, ,8.0,2,M,480.0,12.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-11005.229,149088,-23067.82,6,-3689.77,7,3487.042,59,13873.05,5,6101.03,8,8523.908,43,87921967.781,4100,-72686.544,3819,
42,47,Mo,,,0.0,0.0,(9/2+), ,2.11,10,M,126.6,6.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-7620.087,5467,-21404.94,149,-4264.66,8,5610.274,24,10399.71,5,6130.32,59,8544.984,44,88919468.15,4200,-75014.935,3912,
42,48,Mo,4.3265,16,0.0,0.0,0+, ,5.56,9,H,20016.0,324.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-9447.816,3611,-20848.97,5,-4628.4,5,2489.016,5,13228.89,5,6836.26,24,8597.028,38,89913931.272,3717,-80172.503,3463,
42,49,Mo,4.3182,11,0.0,0.0,9/2+, ,15.49,1,M,929.4,0.6,EC+B+,100.0,0.0, , , , , , , ,-0.932, , , ,-6222.175,6671,-19555.45,6,-5286.6,7,4429.18,7,10107.64,7,6836.27,7,8613.628,69,90911745.195,6696,-82208.821,6238,
42,50,Mo,4.3151,11,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-7882.884,3106,-18893.25,237,-5604.62,5,-355.284,1792,12671.07,6,7459.55,293,8657.73,2,91906807.155,168,-86808.576,157,
42,51,Mo,,,0.0,0.0,5/2+, ,4.0E+3,8,Y,1.262304E11,2.524608E10,EC,100.0,0.0, , , , , , , , , , , ,-3200.963,1004,-15952.69,3,-4356.42,3,405.769,1502,8069.81,9,7642.75,179,8651.409,2,92906808.773,193,-86807.069,181,
42,52,Mo,4.3529,13,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4255.748,4069,-12879.28,102,-2066.45,18,-2045.003,1498,9678.31,23,8490.20,149,8662.333,2,93905083.592,151,-88414.065,141,
42,53,Mo,4.3628,18,0.0,0.0,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.9142, ,-0.022, ,-1690.518,5078,-11624.86,4,-2241.21,16,-925.6,5,7369.11,9,8631.77,149,8648.72,1,94905837.442,132,-87711.858,123,
42,54,Mo,4.3847,15,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2973.242,5145,-10844.85,5,-2760.76,16,-3192.06,19,9154.33,5,9297.59,50,8653.987,1,95904674.774,128,-88794.876,120,
42,55,Mo,4.3880,15,0.0,0.0,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.9335, ,0.255, ,-320.266,4117,-9794.37,5,-2847.57,49,-1938.915,4,6821.13,16,9230.85,19,8635.092,2,96906016.903,176,-87544.691,165,
42,56,Mo,4.4091,18,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1683.766,3377,-8962.86,4,-3271.57,24,-4591.374,5,8642.60,6,9799.17,4,8635.168,2,97905403.608,186,-88115.972,174,
42,57,Mo,,,0.0,0.0,1/2+, ,65.976,24,H,237513.6,86.4,B-,100.0,0.0, , , , , , , ,0.375, , , ,1357.764,890,-7609.21,3,-2735.07,90,-3634.757,12,5925.44,15,9734.47,5,8607.797,2,98907707.298,245,-85970.098,229,
42,58,Mo,4.4468,25,0.0,0.0,0+, ,7.3E+18,4,Y,2.3037048E26,1.262304E25,2B-,100.0, ,2B-,100.0,0.0, , , , , , , , ,-172.08,1371,-6936.48,94,-3179.09,32,-6395.626,8,8294.24,38,11146.65,12,8604.662,3,99907467.976,323,-86193.025,302,
42,59,Mo,,,0.0,0.0,1/2+, ,14.61,3,M,876.6,1.8,B-,100.0,0.0, , , , , , , , , , , ,2824.645,24002,-5570.32,137,-3002.2,52,-4628.458,4,5398.24,7,11011.52,8,8572.915,3,100910337.641,331,-83519.949,309,
42,60,Mo,4.4914,38,0.0,0.0,0+, ,11.3,2,M,678.0,12.0,B-,100.0,0.0, , , , , , , , , , , ,1006.817,12373,-5292.78,25,-4704.27,12,-7261.517,9,8117.43,8,11963.54,9,8568.45,81,101910288.138,8923,-83566.061,8312,
42,61,Mo,4.5145,46,0.0,0.0,(3/2+), ,67.5,15,S,67.5,1.5,B-,100.0,0.0, , , , , , , , , , , ,3643.197,13471,-4459.11,13,-5764.97,14,-5931.999,10,5465.93,12,11945.10,10,8538.328,90,102913085.14,9911,-80960.670,9232,
42,62,Mo,4.5249,51,0.0,0.0,0+, ,60,2,S,60.0,2.0,B-,100.0,0.0, , , , , , , , , , , ,2153.476,24167,-3817.42,13,-6397.45,12,-8530.956,9,7460.62,13,12610.27,10,8527.965,86,103913740.756,9576,-80349.968,8921,
42,63,Mo,4.5389,57,0.0,0.0,(5/2-), ,35.6,16,S,35.6,1.6,B-,100.0,0.0, , , , , , , , , , , ,4952.947,35031,-2905.01,26,-6596.1,12,-7421.59,10,5058.49,13,12807.10,9,8494.923,86,104916975.159,9731,-77337.141,9065,
42,64,Mo,4.5490,57,0.0,0.0,0+, ,8.73,12,S,8.73,0.12,B-,100.0,0.0, , , , , , , , , , , ,3641.695,15284,-1915.76,36,-6971.74,13,-9931.171,10,6868.70,13,13507.95,10,8479.581,86,105918266.218,9812,-76134.528,9140,
42,65,Mo,,,0.0,0.0,(5/2+), ,3.5,5,S,3.5,0.5,B-,100.0,0.0, , , , , , , , , , , ,6198.355,12667,-846.65,15,-7161.14,13,-8827.75,12,4488.35,13,13637.17,10,8442.28,86,106922112.692,9912,-72551.560,9233,
42,66,Mo,4.5602,67,0.0,0.0,0+, ,1.09,2,S,1.09,0.02,B-,100.0,0.0, , , , , , , , , , , ,5166.835,12734,-77.35,13,-7456.8,13,-11210.177,12,6275.70,13,14321.10,12,8422.219,85,107924040.367,9912,-70755.942,9233,
42,67,Mo,,,0.0,0.0,(7/2-), ,0.53,6,S,0.53,0.06,B-,100.0,0.0, , , , , , , , , , , ,7616.78,14787,1185.46,14,-7626.18,16,-9976.202,259,3981.37,14,14409.20,14,8381.477,103,108928431.106,12010,-66665.996,11188,
42,68,Mo,,,0.0,0.0,0+, ,0.296,17,S,0.296,0.017,B-,100.0,0.0,B-N,2.0,0.7, , , , , , , , ,6491.925,26018,1668.87,26,-8417.51,434,-12232.676,839,5947.91,27,15141.76,260,8359.354,220,109930710.68,26004,-64542.585,24223,
42,69,Mo,,,0.0,0.0,(1/2+ 3/2+), ,186,9,MS,0.186,0.009,B-,100.0,0.0,B-N,12.0,0.0, , , , , , , , ,9084.861,6800,3023.43,15,-7984.99,1123,-11064.761,298,3468.49,27,14918.82,838,8315.292,113,110935652.016,13502,-59939.761,12578,
42,70,Mo,,,0.0,0.0,0+, ,120,+13-11,MS,0.12,0.012,B-,100.0,0.0, , , , , , , , , , , ,7795,196,3489,196,-8536,446,-13190.0,357,5595,196,15877,357,8291,2,111938310,210,-57464,196,
42,71,Mo,,,0.0,0.0, , ,80,2,MS,0.08,0.002,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,10322,300,4698,300,-8722,586,-11979.0,501,3097,358,15505,423,8245,3,112943650,322,-52490,300,
42,72,Mo,,,0.0,0.0,0+, ,58,2,MS,0.058,0.002,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,8793,526,4933,298,-9346,667,-14420.0,585,5389,423,16585,499,8220,3,113946530,320,-49807,298,
42,73,Mo,,,0.0,0.0, , ,45.5,20,MS,0.0455,0.002,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,11571,885,5780,590,-9614,806,-13395.0,643,3013,499,16650,643,8175,3,114951960,430,-44749,401,
42,74,MO,,,0.0,0.0,0+, ,32,4,MS,0.032,0.004,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,9956,582,6749,935,-10114,860,,,4822,641,17435,709,8146,4,115955448,537,-41500,500,
42,75,MO,,,0.0,0.0, , ,22,5,MS,0.022,0.005,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,12212,641,7214,582,,,,,2741,707,,,8100,4,116961170,537,-36170,500,
42,76,Mo,,,0.0,0.0,0+, ,19,+7-4,MS,0.019,0.006,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,11159,641,7680,641,,,,,4532,707,,,8069,4,117964970,537,-32630,500,
43,42,Tc,,,0.0,0.0, ,LT,100, ,NS,1.0E-7,0.0,P,-1.0,0.0, , , , , , , , , , , ,-14900,640,,,-1914,565,11659.753,400,16221,565,-1031,499,8215,5,84950778,429,-45850,400,
43,43,Tc,,,0.0,0.0,(0+), ,55,7,MS,0.055,0.007,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , ,= 1, , , , ,-11800,500,-28692,583,-1905,424,12540.245,300,13792,500,1350,300,8280,3,85944637,322,-51570,300,
43,44,Tc,,,0.0,0.0,(9/2+), ,2.2,2,S,2.2,0.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-12170,400,-25991,400,-2558.88,151,9194.764,5,14191,300,868.77,6,8347.744,48,86938067.187,4500,-57690.044,4192,
43,45,Tc,,, ,0.0,(5+ 6+ 7+), ,6.4,8,S,6.4,0.8,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-7342,335,-24232,426,-2887.51,150,11005.229,149,12062.59,149,2085.48,149,8389.958,1694,87933782.381,160000,-61681.315,149039,
43,46,Tc,,,0.0,0.0,(9/2+), ,12.8,9,S,12.8,0.9,EC+B+,100.0,0.0, , , , , , , , , , , ,-9135,298,-21127,300,-3540.09,6,7620.087,5,13784.85,149,1997.27,5,8450.575,43,88927648.65,4100,-67394.848,3819,
43,47,Tc,,, ,0.0,(8+), , , , , , , , , , , , , , , , , , , , ,-5840.895,3869,-20536,298,-4015.55,6,9447.816,4,11401.16,4,2998.72,4,8483.359,11,89924073.921,1100,-70724.687,1025,
43,48,Tc,,,0.0,0.0,(9/2)+, ,3.14,2,M,188.4,1.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-7746.824,3242,-19174.17,4,-4537.08,7,6222.175,7,13333.28,258,3103.11,4,8536.655,26,90918424.975,2536,-75986.646,2363,
43,49,Tc,,,0.0,0.0,(8)+, ,4.25,15,M,255.0,9.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-4624.492,4125,-18757.19,4,-5177.02,59,7882.883,3,11010.36,4,4005.84,7,8563.543,34,91915269.779,3330,-78925.693,3102,
43,50,Tc,,,0.0,0.0,9/2+, ,2.75,5,H,9900.0,180.0,EC+B+,100.0,0.0, , , , , , , ,6.32, , , ,-6389.393,2299,-17376.22,290,-5405.81,24,3200.963,1028,12751.73,3,4086.50,100,8608.577,11,92910245.149,1086,-83606.106,1012,
43,51,Tc,,,0.0,0.0,7+, ,293,1,M,17580.0,60.0,EC+B+,100.0,0.0, , , , , , , ,5.08, , , ,-1574.726,5143,-15012.92,5,-3921.71,5,4255.748,4,8623.53,4,4640.22,4,8608.736,43,93909652.325,4370,-84158.317,4070,
43,52,Tc,,,0.0,0.0,9/2+, ,20.0,1,H,72000.0,360.0,EC+B+,100.0,0.0, , , , , , , ,5.94, , , ,-2563.596,10531,-11509.07,6,-1808.25,6,1690.517,5,9934.34,7,4896.25,5,8622.69,53,94907652.287,5453,-86021.341,5080,
43,53,Tc,,,0.0,0.0,7+, ,4.28,7,D,369792.0,6048.0,EC+B+,100.0,0.0, , , , , , , ,5.04, , , ,258.738,5146,-10435.21,11,-1793.26,5,2973.242,5,7871.61,7,5398.75,5,8614.866,54,95907866.681,5524,-85821.634,5146,
43,54,Tc,,,0.0,0.0,9/2+, ,4.21E+6,16,Y,1.32857496E14,5.049216E12,EC,100.0,0.0, , , , , , , , , , , ,-1103.873,4956,-9215.37,4,-2436.5,4,320.267,4,9474.11,7,5718.52,4,8623.725,42,96906360.723,4420,-87224.424,4118,
43,55,Tc,,,0.0,0.0,(6)+, ,4.2E+6,3,Y,1.3254192E14,9.46728E12,B-,100.0,0.0, , , , , , , , , , , ,1792.653,7157,-8382.97,4,-2488.06,4,1683.767,3,7279.10,5,6176.49,3,8610.004,34,97907211.205,3628,-86432.205,3380,
43,56,Tc,,,0.0,0.0,9/2+, ,2.111E+5,12,Y,6.66180936E12,3.786912E10,B-,100.0,0.0, , , , , , , ,5.6847, ,-0.129, ,297.519,946,-7174.32,7,-2966.52,104,-1357.764,936,8966.97,3,6500.86,90,8613.61,9,98906249.678,974,-87327.862,908,
43,57,Tc,,,0.0,0.0,1+, ,15.46,19,S,15.46,0.19,B-,99.9982,9.0E-4,EC,0.0018,9.0E-4, , , , , , , , ,3206.444,1376,-6466.88,138,-2843.04,135,172.08,138,6764.40,100,7339.82,134,8595.118,14,99907652.711,1450,-86020.945,1351,
43,58,Tc,,,0.0,0.0,9/2+, ,14.22,1,M,853.2,0.6,B-,100.0,0.0, , , , , , , , , , , ,1613.52,24000,-5188.52,24,-3163.73,24,-2824.645,24,8394.97,24,7440.54,24,8593.136,238,100907305.26,25768,-86344.594,24004,
43,59,Tc,,,0.0,0.0,1+, ,5.28,15,S,5.28,0.15,B-,100.0,0.0, , , , , , , , , , , ,4533.558,9165,-4686.08,9,-3473.2,10,-1006.817,12,6299.60,26,8341.90,9,8570.65,90,101909207.275,9840,-84572.878,9166,
43,60,Tc,,,0.0,0.0,5/2+, ,54.2,8,S,54.2,0.8,B-,100.0,0.0, , , , , , , , , , , ,2663.304,9808,-3568.75,10,-4693.44,16,-3643.197,13,8102.31,13,8326.78,13,8566.103,95,102909174.008,10531,-84603.867,9810,
43,61,Tc,,,0.0,0.0,(3+), ,18.3,3,M,1098.0,18.0,B-,100.0,0.0, , , , , , , , , , , ,5592.266,24939,-3307.59,25,-5130.96,26,-2153.476,26,5970.89,27,8831.74,27,8541.149,239,103911428.905,26718,-82503.444,24888,
43,62,Tc,,,0.0,0.0,(3/2-), ,7.6,1,M,456.0,6.0,B-,100.0,0.0, , , , , , , , , , , ,3644.402,35280,-2265.70,35,-5823.51,35,-4952.947,36,7857.96,43,9229.09,36,8534.643,336,104911657.952,37857,-82290.088,35264,
43,63,Tc,,,0.0,0.0,(1 2), ,35.6,6,S,35.6,0.6,B-,100.0,0.0, , , , , , , , , , , ,6547,11000,-1913.05,12,-5896.59,13,-3641.695,15,5557.45,37,9728.05,15,8506.556,116,105914356.697,13150,-79776.223,12250,
43,64,Tc,,,0.0,0.0,(3/2-), ,21.2,2,S,21.2,0.2,B-,100.0,0.0, , , , , , , , , , , ,5112.598,11724,-498.01,10,-6146.16,10,-6198.354,13,7045.01,15,9904.36,13,8492.897,81,106915458.485,9310,-78749.914,8673,
43,65,Tc,,,0.0,0.0,(2)+, ,5.17,7,S,5.17,0.07,B-,100.0,0.0, , , , , , , , , , , ,7738.573,11790,-131.58,12,-6528.68,9,-5166.836,13,5244.18,12,10660.19,13,8462.816,81,107918493.541,9413,-75922.778,8769,
43,66,Tc,,,0.0,0.0,(5/2+), ,0.86,4,S,0.86,0.04,B-,100.0,0.0,B-N,0.08,0.02, , , , , , , , ,6455.626,12657,1307.26,12,-6792.14,10,-7616.779,15,6431.31,13,10815.80,13,8444.178,89,108920254.156,10380,-74282.775,9669,
